   403	1 3.248327 632.560826 357.187997
   404	1 3.248417 693.456543 100.600611
   405	1 3.248456 627.476871 191.483473
   406	1 3.248990 669.409999 104.653677
   407	1 3.249560 633.135098 116.241792
   408	1 3.249560 633.278440 121.962334
   409	1 3.249764 699.332778 287.378796
   410	1 3.254216 681.263703 195.545702
   411	1 3.264261 620.790855 335.012186
   412	1 3.272252 615.309316 44.854118
   413	1 3.276174 747.090383 9.271069
   414	1 3.277498 741.134891 353.904958
   415	1 3.281700 656.765737 290.254563
   416	1 3.295872 650.519679 129.749559
   417	1 3.297390 692.971578 113.099918
   418	1 3.297390 693.437101 118.820459
   419	1 3.298243 656.798474 98.471880
   420	1 3.298243 657.307385 92.751338
   421	1 3.299780 674.953111 82.359479
   422	1 3.305750 716.920612 300.232983
   423	1 3.305750 717.047236 294.512442
   424	1 3.310287 627.333808 296.324983
   425	1 3.310684 746.783022 217.513379
   426	1 3.310914 746.889919 295.456127
   427	1 3.310989 633.113576 267.180010
   428	1 3.314683 620.746659 122.903047
   429	1 3.315491 663.406520 387.820651
   430	1 3.318244 633.155139 226.131366
   431	1 3.320754 681.112305 370.621556
   432	1 3.321051 603.059749 207.037526
   433	1 3.322156 620.545858 51.457581
   434	1 3.323093 638.756987 145.842997
   435	1 3.323274 663.098697 247.411063
   436	1 3.326703 680.710509 30.661263
   437	1 3.331227 705.446727 157.468882
   438	1 3.331227 705.452760 168.595797
   439	1 3.331477 740.558777 381.513165
   440	1 3.334625 692.873725 345.802207
   441	1 3.334625 693.389192 340.081666
   442	1 3.338672 621.080641 227.379981
   443	1 3.338797 650.657737 373.205532
   444	1 3.340036 686.806178 289.059843
   445	1 3.341782 740.839798 287.550408
   446	1 3.348950 728.908231 227.189041
   447	1 3.351196 711.169035 186.927623
   448	1 3.352484 650.944399 290.992739
   449	1 3.360677 669.251265 13.467994
   450	1 3.362625 632.885718 312.851830
   451	1 3.364367 704.900217 6.573818
   452	1 3.368807 668.867662 384.030303
   453	1 3.369592 729.312573 67.949175
   454	1 3.372135 621.282411 144.504987
   455	1 3.373141 746.538863 37.303686
   456	1 3.375338 639.477104 214.962648
   457	1 3.375483 633.203836 281.026427
   458	1 3.381787 686.955502 92.781074
   459	1 3.382666 656.651187 325.837161
   460	1 3.386248 717.160865 216.727898
   461	1 3.390454 728.592611 6.665454
   462	1 3.391239 615.159454 152.989839
   463	1 3.392744 681.057954 298.982942
   464	1 3.394101 699.229572 182.795549
   465	1 3.396447 686.548932 110.813742
   466	1 3.396447 687.064005 116.534284
   467	1 3.396447 687.274273 105.093201
   468	1 3.397235 602.815186 293.844361
   469	1 3.401625 633.157513 12.149142
   470	1 3.401625 633.415697 3.418373
   471	1 3.408422 609.240552 260.197745
   472	1 3.412049 711.224136 67.628123
   473	1 3.417224 674.897602 197.103550
   474	1 3.417463 746.550543 254.212723
   475	1 3.423550 722.897354 55.430847
   476	1 3.426049 692.789804 2.936762
   477	1 3.427197 650.953498 100.225677
   478	1 3.427197 651.485476 105.946219
   479	1 3.433027 663.069470 274.921137
   480	1 3.435554 614.546658 110.418822
   481	1 3.436499 621.166715 354.178903
   482	1 3.438416 602.737597 319.798024
   483	1 3.439491 674.902148 92.400775
   484	1 3.443948 735.337570 225.134198
   485	1 3.445401 722.784088 396.401019
   486	1 3.448211 639.289909 341.739176
   487	1 3.457126 717.486053 280.997471
   488	1 3.460352 722.896878 216.070316
   489	1 3.460619 602.543315 93.176378
   490	1 3.460619 603.151470 86.377027
   491	1 3.461540 699.055455 154.463371
   492	1 3.463404 699.310336 27.749586
   493	1 3.463404 699.398038 17.545436
   494	1 3.468103 693.362389 77.629631
   495	1 3.468286 615.421167 221.740451
   496	1 3.474946 674.715259 290.756952
   497	1 3.475968 710.816405 91.229019
   498	1 3.475968 711.208252 96.949561
   499	1 3.475968 711.217127 85.508478
   500	1 3.476019 651.000644 143.888082
   501	1 3.477552 663.067233 346.536349
   502	1 3.477599 656.697505 254.669227
   503	1 3.483447 681.013181 73.059057
   504	1 3.492564 620.599406 269.898383
   505	1 3.495501 632.759079 40.633570
   506	1 3.495839 645.027445 4.620961
   507	1 3.500993 602.984071 310.809475
   508	1 3.504838 705.007893 101.429147
   509	1 3.511365 735.276268 82.278626
   510	1 3.512653 602.862878 2.588103
   511	1 3.513515 716.789071 393.413488
   512	1 3.525103 687.422518 234.700988
   513	1 3.527635 645.489978 394.733864
   514	1 3.527823 692.824525 150.131797
   515	1 3.530425 639.257971 189.616230
   516	1 3.530425 639.434566 198.346999
   517	1 3.546772 740.642019 397.005464
   518	1 3.549649 692.816802 25.657969
   519	1 3.550190 710.884763 149.016209
   520	1 3.551941 668.776505 287.297969
   521	1 3.557076 734.557460 27.038111
   522	1 3.561663 704.548905 124.175513
   523	1 3.561663 704.697673 118.454971
   524	1 3.564887 692.770860 206.598128
   525	1 3.566966 632.983736 160.061100
   526	1 3.576275 698.772846 170.901720
   527	1 3.577094 711.247142 393.590687
   528	1 3.590953 711.311947 29.314314
   529	1 3.591673 608.849675 363.285974
   530	1 3.602660 729.355414 106.602480
   531	1 3.603712 668.973152 345.547262
   532	1 3.603712 669.487058 355.078515
   533	1 3.604130 740.811396 2.645528
   534	1 3.604494 603.112812 19.353503
   535	1 3.611510 656.530887 52.487583
   536	1 3.616047 663.221910 55.924101
   537	1 3.619837 638.734878 317.357863
   538	1 3.623152 716.923335 84.570311
   539	1 3.630604 711.314874 15.337121
   540	1 3.633358 645.075722 123.568738
   541	1 3.634694 716.818495 59.929600
   542	1 3.634694 717.384839 70.133750
   543	1 3.639381 687.471171 354.589051
   544	1 3.640498 609.305378 206.241802
   545	1 3.645865 728.847188 162.982205
   546	1 3.647891 746.828493 173.840764
   547	1 3.648488 723.356031 103.424193
   548	1 3.660895 603.064295 272.948861
   549	1 3.671303 668.618662 329.581100
   550	1 3.674396 674.972293 107.816698
   551	1 3.680678 639.143944 116.161155
   552	1 3.688505 608.520512 96.916963
   553	1 3.689278 614.575787 59.186675
   554	1 3.690049 746.599830 387.274487
   555	1 3.695007 674.580516 136.398467
   556	1 3.695041 615.340766 168.219118
   557	1 3.695525 746.620537 98.681426
   558	1 3.698651 614.601888 372.713288
   559	1 3.699611 621.479741 96.471244
   560	1 3.702966 687.493450 343.275694
   561	1 3.707329 740.832728 345.631911
   562	1 3.708452 734.831058 4.050164
   563	1 3.708548 723.081013 157.401702
   564	1 3.711209 692.594606 275.356179
   565	1 3.711531 656.641882 298.527609
   566	1 3.722732 704.908605 309.749195
   567	1 3.735004 626.992356 378.107937
   568	1 3.735754 662.777112 306.172954
   569	1 3.736932 603.456603 151.659615
   570	1 3.739998 740.837548 146.357580
   571	1 3.740763 746.653284 136.361616
   572	1 3.740763 747.371863 126.157466
   573	1 3.744533 650.538986 159.780623
   574	1 3.744721 687.349542 35.172450
   575	1 3.748900 687.292605 50.483536
   576	1 3.752231 615.398666 137.926675
   577	1 3.759365 723.019146 142.017918
   578	1 3.766113 626.977399 255.385891
   579	1 3.773705 675.483960 170.249414
   580	1 3.775296 710.790380 346.047437
   581	1 3.775296 711.485037 340.326895
   582	1 3.776270 650.569139 203.295209
   583	1 3.776513 602.664517 217.245290
   584	1 3.779666 602.648761 247.397148
   585	1 3.783898 740.562261 261.229968
   586	1 3.784893 699.129161 126.229717
   587	1 3.785671 626.733356 230.628703
   588	1 3.792682 698.715808 86.115241
   589	1 3.792682 699.005036 77.384472
   590	1 3.793216 656.944919 378.096864
   591	1 3.794381 602.739369 232.262460
   592	1 3.794387 746.816585 23.492361
   593	1 3.797698 675.046542 330.875054
   594	1 3.810862 728.530652 347.389764
   595	1 3.810862 729.399158 353.110305
   596	1 3.814416 674.808032 40.300086
   597	1 3.817463 728.965748 382.356138
   598	1 3.817463 729.213171 376.635597
   599	1 3.827081 668.614581 257.936502
   600	1 3.831411 735.486895 370.500995
   601	1 3.838382 746.734835 78.148759
   602	1 3.841972 633.327002 98.387923
   603	1 3.842237 662.734010 17.948474
   604	1 3.843575 735.067309 176.284901
   605	1 3.844639 716.826601 33.188685
   606	1 3.849584 633.277843 235.007355
   607	1 3.850698 669.276498 146.098716
   608	1 3.854400 734.597330 163.422222
   609	1 3.859430 663.210012 331.238083
   610	1 3.859735 615.010329 389.888326
   611	1 3.861634 741.474522 371.645463
   612	1 3.864158 704.726227 134.908234
   613	1 3.867012 633.371410 200.320211
   614	1 3.868255 627.402263 394.839591
   615	1 3.868910 717.396256 350.547626
   616	1 3.888220 657.086775 190.274429
   617	1 3.904152 705.116474 50.948763
   618	1 3.908162 632.652366 256.247129
   619	1 3.911113 704.848801 205.060216
   620	1 3.921798 639.470935 283.755408
   621	1 3.921800 704.916374 352.492849
   622	1 3.922043 663.094982 364.111293
   623	1 3.925877 608.721146 154.626283
   624	1 3.928137 614.821204 197.315269
   625	1 3.933625 663.378824 222.605149
   626	1 3.940280 668.913886 37.493270
   627	1 3.946210 699.243782 141.664535
   628	1 3.948010 704.521590 179.840369
   629	1 3.948586 686.699028 133.614749
   630	1 3.949759 639.463434 134.441340
   631	1 3.950677 621.454313 215.028428
   632	1 3.958271 741.264440 176.204283
   633	1 3.961166 656.665048 342.649644
   634	1 3.963550 687.303046 63.220661
   635	1 3.963933 717.346884 242.981107
   636	1 3.964201 620.945031 300.165860
   637	1 3.964201 621.483279 291.435090
   638	1 3.966231 705.066791 232.158446
   639	1 3.967448 639.090743 250.632880
   640	1 3.968095 747.320619 210.090037
   641	1 3.968959 692.945580 106.321153
   642	1 3.969532 668.757411 110.374218
   643	1 3.970306 699.180180 293.099337
   644	1 3.977159 675.495242 255.146932
   645	1 3.986375 729.347779 56.704603
   646	1 4.007703 705.281741 190.369364
   647	1 4.013686 729.410643 243.863172
   648	1 4.013686 729.430823 254.602020
   649	1 4.017852 615.402151 253.909590
   650	1 4.023546 692.676176 359.416176
   651	1 4.024300 674.754089 394.864071
   652	1 4.025377 699.384029 255.342503
   653	1 4.028623 656.575752 15.077893
   654	1 4.028623 657.086786 4.873743
   655	1 4.029883 603.360779 109.308427
   656	1 4.030586 626.591613 141.506614
   657	1 4.030586 626.762063 130.144384
   658	1 4.031285 729.497727 121.866634
   659	1 4.031314 723.103530 235.430992
   660	1 4.036033 663.026178 393.541193
   661	1 4.038699 627.035551 91.585287
   662	1 4.042099 668.565510 214.455801
   663	1 4.042099 668.835814 225.194649
   664	1 4.045878 663.070965 29.489474
   665	1 4.051475 603.041794 190.111838
   666	1 4.057425 686.712500 80.342860
   667	1 4.058870 734.563300 191.777200
   668	1 4.058870 735.082555 208.838306
   669	1 4.060535 645.054969 256.546265
   670	1 4.065277 692.511000 88.562512
   671	1 4.068957 735.355487 131.843422
   672	1 4.073382 614.795730 322.002428
   673	1 4.073382 615.105983 316.281886
   674	1 4.074716 735.449348 331.647231
   675	1 4.087019 723.426740 193.929811
   676	1 4.089232 602.562530 75.743712
   677	1 4.102773 645.402951 317.928959
   678	1 4.106790 716.890898 222.448439
   679	1 4.108763 735.247522 101.782920
   680	1 4.112182 638.763002 299.343651
   681	1 4.115319 746.789219 234.595549
   682	1 4.117776 602.619604 299.564903
   683	1 4.122167 633.110716 29.231914
   684	1 4.128249 614.813696 343.456419
   685	1 4.128249 614.948245 354.818650
   686	1 4.138309 711.033058 317.865316
   687	1 4.140150 723.299920 311.796922
   688	1 4.146590 693.061837 8.657304
   689	1 4.149995 639.053762 327.225565
   690	1 4.151172 626.723908 197.656762
   691	1 4.151272 711.285463 49.323335
   692	1 4.154721 638.501830 354.920981
   693	1 4.174268 710.563832 382.657806
   694	1 4.175350 669.146643 241.926303
   695	1 4.181161 602.757980 98.896919
   696	1 4.184075 686.878909 21.887414
   697	1 4.189854 644.994854 339.472829
   698	1 4.189854 645.284992 333.752287
   699	1 4.196848 746.797927 343.668357
