4.763376 885.917039 361.075590
6.126199 892.758948 114.309864
6.270991 859.906951 40.725948
6.292286 869.075271 247.645937
6.870395 884.578935 249.734635
6.870395 896.121746 228.153116
6.955403 886.401911 298.955127
6.955403 886.920750 280.947051
9.994104 925.904038 309.926841
11.080387 921.630204 273.826397
11.080387 922.181860 254.311285
12.052280 890.186639 82.006361
12.216756 864.367874 208.229151
18.742940 892.077177 188.983672
20.324787 889.088605 315.302113
21.177763 887.975798 155.513722
21.177763 900.327065 132.430854
21.710732 895.757371 374.190565
22.986719 861.349961 227.795080
23.174506 896.465244 339.508036
23.461287 912.378963 291.966443
24.310422 866.519499 30.168406
24.420281 873.057300 260.637617
24.451874 899.395328 42.614366
25.440101 925.077669 329.866053
26.230937 891.302710 99.341442
27.003456 900.762103 266.035314
28.413583 874.427082 66.233659
28.573145 870.427984 190.102909
28.952809 900.221455 243.876282
29.407944 918.848680 266.279594
30.394943 893.334070 71.145588
32.211010 884.338208 208.210888
34.757525 919.351983 27.469689
37.796690 889.479397 392.046376
39.312614 890.976411 301.450603
39.952921 917.218753 313.583379
40.393435 923.490660 238.501048
40.497489 892.549362 172.365439
41.510675 889.059950 358.199577
41.738271 867.409777 278.310979
42.586632 873.115338 45.126359
42.980449 860.427017 210.269359
43.176200 886.654170 111.497131
43.753906 912.513225 282.395410
44.093565 869.469250 8.615409
44.106485 887.219413 21.189900
44.244845 889.105490 139.928530
46.432054 863.486972 90.011276
48.389342 867.275718 154.414070
48.492785 866.780310 243.988077
49.314869 894.536532 264.753506
51.110029 888.529132 224.187070
51.549223 891.027624 194.008991
51.933356 887.967994 53.439556
55.007574 900.088859 90.325539
55.041478 924.707524 40.271752
55.467016 913.737155 4.990345
57.501571 886.882080 337.715465
57.597432 895.149908 374.713644
60.256351 915.711267 260.133818
60.359653 915.316375 335.759965
60.429168 899.864253 282.802057
60.463051 894.678748 126.315972
61.265156 862.948216 21.954619
62.996737 869.515425 294.433128
63.371342 919.192495 220.659457
65.075335 865.296977 170.035349
65.075335 870.865254 192.493312
65.472568 885.324378 248.240435
65.741311 862.500636 220.980405
66.447385 866.570232 111.796461
67.927151 873.983039 138.708644
68.076917 891.908645 4.701359
68.454466 863.229363 256.467869
69.306507 884.536823 41.202721
69.432685 894.046190 174.355676
69.825828 884.499220 147.965834
70.618133 920.997617 23.297886
71.126288 898.955928 71.050401
71.880297 884.761513 207.249184
72.219725 892.581305 355.590044
72.795761 892.510309 107.049011
73.773617 920.814051 63.497107
74.617233 893.443495 387.901063
76.110720 872.258211 314.481363
77.158631 920.416798 321.428997
79.201728 913.271512 203.059217
80.635623 872.779886 60.486117
82.092258 866.539686 380.937718
82.869099 917.643178 292.053947
83.203290 899.043061 259.611908
83.858251 887.553815 294.803967
83.925172 874.254581 210.278434
85.056987 870.032702 124.046816
85.422507 894.834253 126.610009
87.391259 871.060175 100.561091
87.769325 865.708859 183.488875
88.488347 899.640890 224.212607
88.734744 868.668393 271.611830
89.265978 895.992504 186.707079
89.489349 888.969479 332.561273
90.821584 890.706187 82.879027
90.821584 891.149095 59.790788
91.411614 884.466706 365.347536
91.531685 893.917549 163.312443
91.917343 891.849810 21.059895
92.152933 911.538760 6.899402
92.509401 923.196906 84.857999
93.051991 874.117978 328.954625
94.523990 909.648963 47.883050
94.602684 916.312424 118.380212
94.888706 860.426879 239.029658
96.369268 922.869080 339.574921
96.681056 868.026751 9.341790
97.120549 912.365511 319.822018
98.697082 923.068483 183.208491
99.304062 872.105739 359.232699
100.782592 884.051119 274.723202
101.405047 866.204140 47.198583
101.685478 919.544438 280.719458
102.344092 869.266877 393.707663
103.828545 863.247645 122.757523
104.197476 925.884654 24.703091
104.324747 871.389607 76.693352
104.975764 888.006374 39.877462
107.715186 898.865874 311.179013
108.139968 894.668396 142.210944
108.373192 922.752207 301.635124
108.520851 875.872182 158.988539
109.146589 887.528982 187.882023
109.176949 891.800826 345.812347
109.918705 895.277984 100.911434
110.190589 860.595741 223.372402
110.190589 868.517615 202.077758
110.289920 924.494995 68.142195
111.178521 913.043706 96.045229
111.525264 869.627559 290.569968
111.525264 875.687692 254.601502
112.291984 898.814632 241.656996
112.993379 922.509815 137.126279
114.015265 925.222991 367.249571
115.041195 867.496265 309.433430
115.729982 922.930340 322.682216
117.231761 909.229146 44.671627
117.857160 871.010108 376.424740
118.961394 870.176695 26.485812
119.318567 922.697161 170.068895
120.084442 923.952708 261.965122
121.001272 874.693402 341.367870
121.898665 894.110631 206.393246
124.698783 894.582863 84.361502
125.021949 895.751045 120.835748
125.163231 893.363721 260.287389
126.134609 866.629612 106.810706
127.750507 863.185117 173.081880
127.750507 873.975148 192.703084
127.808416 912.571598 287.336215
127.828042 898.878908 54.350308
127.853465 862.765602 139.300553
128.333579 891.553661 331.620076
128.752340 863.293622 239.842435
128.811469 921.974518 224.557304
129.021308 886.530558 296.995457
130.012205 895.405400 365.582890
130.159645 914.094262 387.887166
130.781441 911.010755 116.181794
131.582465 900.018301 19.255562
132.030120 917.719157 344.741500
133.357452 863.993694 217.762730
133.920555 867.627835 321.953543
134.645814 875.898489 272.585735
134.697264 897.981253 185.127346
135.131492 863.932400 65.629387
135.348233 864.480119 361.473977
135.505114 899.539074 155.445123
135.697008 866.267590 391.796579
136.221537 885.450408 225.209333
136.750790 895.025014 103.347761
140.400966 896.856356 278.681548
140.406091 912.314271 60.364068
140.909020 912.072978 154.837690
140.918743 913.103846 243.598830
145.077559 900.247854 350.133909
145.276873 890.875285 69.331130
146.033138 920.624450 310.129728
146.330644 863.521317 181.604837
146.344424 891.382051 314.673945
146.431338 919.902825 203.781011
146.606009 924.960286 365.681657
147.207225 893.376775 204.571559
147.266025 864.379140 158.702678
147.578898 860.191760 85.011045
147.659734 923.974910 274.966787
148.242572 885.516105 39.072094
148.316589 894.471535 246.156472
149.547975 870.167599 292.004394
149.568539 866.537400 137.459672
149.854031 925.816096 99.577213
150.539082 863.572616 115.196733
151.708662 897.116883 170.583957
152.081530 916.710157 26.791449
152.624757 862.099807 342.427599
152.824898 860.887657 49.392075
153.234592 860.384412 375.323709
153.260060 861.620061 252.201634
153.288447 862.653127 198.896449
153.505022 891.873569 383.939389
155.198126 897.728225 132.595686
155.447972 892.163487 102.624086
158.346505 859.684218 321.048498
159.716780 920.730063 168.509133
161.916414 914.240244 78.042009
163.321115 886.558691 266.920145
163.419511 884.725796 56.324808
164.235266 909.904151 324.894519
165.309316 885.407277 300.845369
165.328783 865.499944 157.713132
165.328783 873.880901 179.921861
165.329581 914.258227 384.760601
165.397940 899.463643 225.918697
165.778262 861.885663 69.279690
165.945173 916.192022 191.749065
166.478890 915.462549 123.136323
166.869017 897.992170 339.021192
167.007852 864.740653 96.958109
167.028224 871.312297 28.254497
167.185960 874.488247 230.928578
167.453880 889.418135 16.704362
167.734285 913.033855 290.896590
168.516523 913.809397 4.597310
168.733238 873.324142 356.668639
170.162531 872.995133 305.137061
170.218952 918.007535 254.875578
170.340787 923.699048 224.026905
170.713419 859.573924 127.889181
170.729402 893.007106 369.183018
172.988629 867.927260 273.700057
176.056631 886.897698 118.096429
176.056631 891.869983 96.846324
176.329142 866.965016 333.894820
176.513487 887.053764 154.266418
177.871886 888.220801 37.379218
179.484347 912.100199 149.806281
179.637282 915.979291 88.280987
179.991356 888.796906 191.598447
180.915237 911.819117 346.067706
182.829862 891.407322 317.301201
183.700528 911.210788 309.261639
184.386634 862.427975 108.456820
184.965045 916.286741 391.939613
185.111161 864.615031 14.003942
185.130780 889.883962 5.386710
185.311809 863.725011 73.859042
185.913233 920.344637 108.838297
186.000491 910.732661 275.098393
187.592251 866.839036 243.852980
187.592251 870.183983 220.137542
187.616748 887.204077 284.897185
187.998903 915.161364 235.325773
188.087817 900.749210 251.807662
188.093175 914.112490 170.665777
188.093175 923.145195 210.106899
189.001329 871.942051 294.741187
189.028968 921.083447 71.826655
189.060050 860.583189 375.930737
189.394568 861.927943 351.453461
189.627904 887.831432 355.420832
189.883103 913.615307 18.482000
189.936832 865.328805 148.882703
192.221104 916.555661 131.310377
192.737151 875.112087 325.243672
193.203074 893.172275 211.744417
193.237118 886.862661 75.172622
193.237118 897.259691 55.900874
195.893576 900.965679 116.860980
197.675044 866.967702 54.561555
198.022654 886.800143 177.399531
198.076809 886.087996 136.535478
198.076809 893.873491 156.489355
200.884541 888.892075 325.490687
202.054590 919.570067 190.386338
202.431301 911.399821 371.316934
202.603099 874.755315 168.483222
202.988451 920.335592 292.441725
204.023171 887.011712 27.435524
204.054555 866.777944 87.019045
204.569047 918.109465 329.895785
204.836995 875.562484 197.133653
204.931066 909.889455 86.664039
205.169479 874.841800 31.594251
205.339283 862.801434 272.644087
205.933123 867.974378 129.729989
206.219283 885.493802 230.519772
206.733680 865.180033 310.005529
206.883590 921.282864 5.313895
207.240678 913.786258 253.502834
208.312782 914.315049 112.062275
208.475275 898.216552 97.345030
208.908921 862.834958 345.908658
208.908921 870.730668 367.135432
210.054180 900.061018 269.941642
211.165987 862.279464 237.352031
212.199218 920.852623 274.891674
212.493079 898.644059 67.674946
212.551426 914.878807 54.663444
212.767882 885.387214 199.142394
213.083010 862.051774 392.471807
213.136334 922.805771 225.887035
215.748146 892.044478 306.133866
216.432684 919.975793 158.098200
216.524416 917.986549 312.911942
217.046193 910.937719 392.866077
217.639139 891.082621 122.109465
218.004773 867.709365 68.532037
218.845232 889.549059 342.386664
219.548108 917.659643 130.231853
220.109532 911.273878 203.304964
220.222099 911.664736 349.032920
220.971353 887.446206 159.587148
221.118998 871.428122 103.018774
221.677236 860.849235 294.741187
222.006528 888.937893 4.958951
222.841404 868.624272 254.786594
223.514918 861.467804 328.146237
224.528781 861.346572 214.357430
225.011532 865.062443 149.907171
226.544816 863.112743 15.355230
226.660826 890.319911 249.896600
226.903992 912.543075 18.975051
227.145834 891.986989 89.261952
227.800576 861.945561 371.995095
228.283204 865.058910 178.954708
229.171206 914.635819 39.108378
230.745220 921.827389 263.827562
230.745220 923.750776 245.265775
230.779937 917.168003 297.727511
232.491612 885.669480 284.897185
234.221288 896.388305 48.429991
234.235443 900.788146 22.947012
234.668569 860.592332 48.711817
234.919807 915.248196 222.608454
234.997388 892.338225 183.272135
235.686381 922.888023 333.213266
236.083600 890.132146 359.980404
236.666723 892.651666 215.559345
237.019385 911.714557 143.870747
238.745918 911.855377 113.502052
238.921930 911.921854 370.889175
238.921930 923.100825 394.909735
239.168292 914.448240 174.474560
240.338784 890.317393 138.449863
240.790728 867.742046 160.688038
242.017089 872.352533 308.721792
242.106861 875.720708 83.095624
243.080151 891.295746 110.955415
243.767551 859.159668 345.930862
244.060311 871.075954 135.994707
244.528876 910.691924 76.508640
244.964128 921.986865 8.396805
245.097300 864.851456 198.925228
246.157048 875.912992 386.519185
246.997484 863.659182 29.448650
248.061631 910.580592 278.675964
248.535954 892.800322 265.412481
249.714417 894.027868 69.682267
250.250390 861.421388 233.713638
251.094851 925.215531 244.542645
